LocusTag ;%
b4400;0.288437536
b4401;3.504016114
b4402;0.373357813
b4403;2.33375488
b4406;0
b4407;0
b4408;0
b4409;0
b4410;0
b4411;0
b4412;0
b4413;0
b4414;0
b4415;0
b4417;0
b4418;0
b4419;0
b4420;0
b4421;0
b4422;0
b4423;0
b4424;0
b4425;0
b4426;0
b4427;0
b4428;0
b4429;0
b4430;0
b4431;0
b4432;0
b4433;0
b4435;0
b4436;0
b4437;0
b4438;0
b4439;0
b4440;0
b4441;0
b4442;0
b4443;0
b4444;0
b4445;0
b4446;0
b4447;0
b4449;0
b4450;0
b4451;0
b4452;0
b4453;0
b4454;0
b4455;0
b4456;0
b4457;0
b4458;0
b4459;0
b4460;0
b4461;0
b4462;0
b4463;0
b4464;0
b4465;0
b4466;0
b4467;0
b4468;0
b4469;0
b4470;0
b4471;0
b4472;0
b4473;0
b4474;0
b4475;0
b4476;0
b4477;0
b4478;0
b4479;0
b4480;0
b4481;0
b4482;0
b4483;0
b4484;0
b4485;0
b4486;0
b4487;0
b4488;0
b4490;0
b4491;0
b4492;0
b4493;0
b4494;0
b4495;0
b4496;0
b4497;0
b4498;0
b4499;0
b4500;0
b4501;0
b4502;0
b4503;0
b4504;0
b4505;0
b4506;0
b4508;0
b4509;0
b4510;0
b4511;0
b4512;0
b4513;0
b4514;0
b4515;0
b4516;0
b4517;0
b4518;0
b4519;0
b4520;0
b4521;0
b4522;0
b4523;0
b4524;0
b4525;0
b4526;0
b4527;0
b4528;0
b4529;0
b4532;0
b4533;0
b4535;0
b4536;0
b4537;0
b4538;0
b4539;0
b4541;0
b4542;0
b4543;0
b4544;0
b4545;0
b4546;0
b4547;0
b4548;0
b4550;0
b4551;0
b4552;0
b4553;0
b4554;0
b4555;0
b4556;0
b4557;0
b4558;0
b4559;0
b4561;0
b4565;0
b4566;0
b4567;0
b4568;0
b4569;0
b4570;0
b4571;0
b4572;0
b4573;0
b4575;0
b4576;0
b4577;0
b4578;0
b4579;0
b4580;0
b4581;0
b4582;0
b4585;0
b4586;0
b4587;0
b4588;0
b4589;0
b4590;0
b4592;0
b4593;0
b4594;0
b4595;0
b4596;0
b4597;0
b4598;0
b4599;0
b4600;0
b4601;0
b4602;0
b4603;0
b4606;0
b4608;0
b4609;0
b4611;0
b4613;0
b4614;0
b4615;0
b4616;0
b4618;0
b4620;0
b4621;0
b4622;0
b4623;0
b4624;0
b4625;0
b4626;0
b4627;0
b4628;0
b4629;0
b4630;0
b4631;0
b4632;0
b4633;0
b4634;0
b4635;0
b4636;0
b4637;0
b4638;0
b4639;0
b4640;0
b4641;0
b4642;0
b4643;0
b4644;0
b4645;0
b4646;0
b4647;0
b4648;0
b4649;0
b4650;0
b4651;0
b4652;0
b4653;0
b4654;0
b4655;0
b4656;0
b4657;0
b4658;0
b4659;0
b4660;0
b4661;0
b4662;0
b4663;0
b4664;0
b4665;0
b4666;0
b4667;0
b4668;0
b4669;0
b4670;0
b4671;0
b4672;0
b4673;0
b4674;0
b4675;0
b4676;0
b4677;0
b4678;0
b4679;0
b4680;0
b4682;0
b4683;0
b4684;0
b4685;0
b4686;0
b4687;0
b4688;0
b4689;0
b4690;0
b4691;0
b4692;0
b4693;0
b4694;0
b4695;0
b4696;0
b4697;0
b4698;0
b4699;0
b4700;0
b4701;0
b4702;0
b4703;0
b4704;0
b4705;0
b4706;0
b4707;0
b4708;0
b4712;0
b4713;0
b4714;0
;100
